,Object Number,Is Highlight,Is Timeline Work,Is Public Domain,Object ID,Gallery Number,Department,AccessionYear,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Constituent ID,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Artist ULAN URL,Artist Wikidata URL,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Object Wikidata URL,Metadata Date,Repository,Tags,Tags AAT URL,Tags Wikidata URL
413293,52.606.12(33),False,False,False,709279,,Drawings and Prints,1952,Book,"The Delineator, A Monthly Magazine Illustrating Metropolitan Fashions, Vol. XVIII, No. 5",,,,,,7863,Publisher, ,E. Butterick and Co.,"New York, NY", ,"Butterick, E. and Co.",American,1850      ,1900      ,,,,November 1881,1881,1881,Illustrations: wood engraving,10 15/16 × 7 7/8 × 3/16 in. (27.8 × 20 × 0.4 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1952",,New York,,,,,,,,,,Books,,http://www.metmuseum.org/art/collection/search/709279,,,"Metropolitan Museum of Art, New York, NY",,,
413294,52.606.12(34),False,False,False,709280,,Drawings and Prints,1952,Book,"The Delineator, A Monthly Magazine Illustrating Metropolitan Fashions, Vol. XVIII, No. 6",,,,,,7863,Publisher, ,E. Butterick and Co.,"New York, NY", ,"Butterick, E. and Co.",American,1850      ,1900      ,,,,December 1881,1881,1881,Illustrations: wood engraving,10 7/8 × 7 7/8 × 1/8 in. (27.7 × 20 × 0.3 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1952",,New York,,,,,,,,,,Books,,http://www.metmuseum.org/art/collection/search/709280,,,"Metropolitan Museum of Art, New York, NY",,,
413295,52.606.12(35),False,False,False,709281,,Drawings and Prints,1952,Book,"The Delineator, A Monthly Magazine Illustrating Metropolitan Fashions, Vol. XIX, No. 1",,,,,,7863,Publisher, ,E. Butterick and Co.,"New York, NY", ,"Butterick, E. and Co.",American,1850      ,1900      ,,,,January 1882,1882,1882,Illustrations: wood engraving,11 × 8 × 1/16 in. (28 × 20.3 × 0.2 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1952",,New York,,,,,,,,,,Books,,http://www.metmuseum.org/art/collection/search/709281,,,"Metropolitan Museum of Art, New York, NY",,,
413297,52.606.12(36),False,False,False,709283,,Drawings and Prints,1952,Book,"The Delineator, A Monthly Magazine Illustrating Metropolitan Fashions, Vol. XIX, No. 2",,,,,,7863,Publisher, ,E. Butterick and Co.,"New York, NY", ,"Butterick, E. and Co.",American,1850      ,1900      ,,,,February 1882,1882,1882,Illustrations: wood engraving,11 1/16 × 7 15/16 × 1/16 in. (28.1 × 20.2 × 0.1 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1952",,New York,,,,,,,,,,Books,,http://www.metmuseum.org/art/collection/search/709283,,,"Metropolitan Museum of Art, New York, NY",,,
413298,52.606.12(37),False,False,False,709284,,Drawings and Prints,1952,Book,"The Delineator, A Monthly Magazine Illustrating Metropolitan Fashions, Vol. XIX, No. 3",,,,,,7863,Publisher, ,E. Butterick and Co.,"New York, NY", ,"Butterick, E. and Co.",American,1850      ,1900      ,,,,March 1882,1882,1882,Illustrations: wood engraving,11 × 7 13/16 × 1/8 in. (28 × 19.8 × 0.3 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1952",,New York,,,,,,,,,,Books,,http://www.metmuseum.org/art/collection/search/709284,,,"Metropolitan Museum of Art, New York, NY",,,
413299,52.606.12(38),False,False,False,709285,,Drawings and Prints,1952,Book,"The Delineator, A Monthly Magazine Illustrating Metropolitan Fashions, Vol. XIX, No. 4",,,,,,7863,Publisher, ,E. Butterick and Co.,"New York, NY", ,"Butterick, E. and Co.",American,1850      ,1900      ,,,,April 1882,1882,1882,Illustrations: wood engraving,11 × 7 15/16 × 1/16 in. (28 × 20.2 × 0.2 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1952",,New York,,,,,,,,,,Books,,http://www.metmuseum.org/art/collection/search/709285,,,"Metropolitan Museum of Art, New York, NY",,,
413300,52.606.12(39),False,False,False,709286,,Drawings and Prints,1952,Book,"The Delineator, A Monthly Magazine Illustrating Metropolitan Fashions, Vol. XIX, No. 5",,,,,,7863,Publisher, ,E. Butterick and Co.,"New York, NY", ,"Butterick, E. and Co.",American,1850      ,1900      ,,,,May 1882,1882,1882,Illustrations: wood engraving,11 × 8 1/4 × 1/16 in. (28 × 21 × 0.2 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1952",,New York,,,,,,,,,,Books,,http://www.metmuseum.org/art/collection/search/709286,,,"Metropolitan Museum of Art, New York, NY",,,
413302,52.606.12(40),False,False,False,709288,,Drawings and Prints,1952,Book,"The Delineator, A Monthly Magazine Illustrating Metropolitan Fashions, Vol. XIX, No. 6",,,,,,7863,Publisher, ,E. Butterick and Co.,"New York, NY", ,"Butterick, E. and Co.",American,1850      ,1900      ,,,,June 1882,1882,1882,Illustrations: wood engraving,11 × 7 7/8 × 1/16 in. (27.9 × 20 × 0.2 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1952",,New York,,,,,,,,,,Books,,http://www.metmuseum.org/art/collection/search/709288,,,"Metropolitan Museum of Art, New York, NY",,,
413303,52.606.12(32),False,False,False,709289,,Drawings and Prints,1952,Book,"The Delineator, A Monthly Magazine Illustrating Metropolitan Fashions, Vol. XVIII, No. 4",,,,,,7863,Publisher, ,E. Butterick and Co.,"New York, NY", ,"Butterick, E. and Co.",American,1850      ,1900      ,,,,October 1881,1881,1881,Illustrations: wood engraving,11 1/16 × 8 × 1/8 in. (28.1 × 20.3 × 0.3 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1952",,New York,,,,,,,,,,Books,,http://www.metmuseum.org/art/collection/search/709289,,,"Metropolitan Museum of Art, New York, NY",,,
413305,52.606.12(24),False,False,False,709291,,Drawings and Prints,1952,Book,"The Delineator, A Monthly Magazine Illustrating European and American Fashions, Vol. XVII, No. 2",,,,,,7863,Publisher, ,E. Butterick and Co.,"New York, NY", ,"Butterick, E. and Co.",American,1850      ,1900      ,,,,February 1881,1881,1881,Illustrations: wood engraving,11 × 7 13/16 × 1/16 in. (28 × 19.8 × 0.2 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1952",,New York,,,,,,,,,,Books,,http://www.metmuseum.org/art/collection/search/709291,,,"Metropolitan Museum of Art, New York, NY",,,
413306,52.606.12(25),False,False,False,709292,,Drawings and Prints,1952,Book,"The Delineator, A Monthly Magazine Illustrating European and American Fashions, Vol. XVII, No. 3",,,,,,7863,Publisher, ,E. Butterick and Co.,"New York, NY", ,"Butterick, E. and Co.",American,1850      ,1900      ,,,,March 1881,1881,1881,Illustrations: wood engraving,10 7/8 × 7 7/8 × 1/8 in. (27.7 × 20 × 0.3 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1952",,New York,,,,,,,,,,Books,,http://www.metmuseum.org/art/collection/search/709292,,,"Metropolitan Museum of Art, New York, NY",,,
413307,52.606.12(26),False,False,False,709293,,Drawings and Prints,1952,Book,"The Delineator, A Monthly Magazine Illustrating European and American Fashions, Vol. XVII, No. 4",,,,,,7863,Publisher, ,E. Butterick and Co.,"New York, NY", ,"Butterick, E. and Co.",American,1850      ,1900      ,,,,April 1881,1881,1881,Illustrations: wood engraving,10 7/8 × 7 13/16 × 1/16 in. (27.7 × 19.9 × 0.2 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1952",,New York,,,,,,,,,,Books,,http://www.metmuseum.org/art/collection/search/709293,,,"Metropolitan Museum of Art, New York, NY",,,
413308,52.606.12(27),False,False,False,709294,,Drawings and Prints,1952,Book,"The Delineator, A Monthly Magazine Illustrating European and American Fashions, Vol. XVII, No. 5",,,,,,7863,Publisher, ,E. Butterick and Co.,"New York, NY", ,"Butterick, E. and Co.",American,1850      ,1900      ,,,,May 1881,1881,1881,Illustrations: wood engraving,10 7/8 × 7 3/4 × 1/8 in. (27.7 × 19.7 × 0.3 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1952",,New York,,,,,,,,,,Books,,http://www.metmuseum.org/art/collection/search/709294,,,"Metropolitan Museum of Art, New York, NY",,,
413309,52.606.12(29),False,False,False,709295,,Drawings and Prints,1952,Book,"The Delineator, A Monthly Magazine Illustrating Metropolitan Fashions, Vol. XVIII, No. 1",,,,,,7863,Publisher, ,E. Butterick and Co.,"New York, NY", ,"Butterick, E. and Co.",American,1850      ,1900      ,,,,July 1881,1881,1881,Illustrations: wood engraving,11 × 7 3/4 × 1/16 in. (28 × 19.7 × 0.2 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1952",,New York,,,,,,,,,,Books,,http://www.metmuseum.org/art/collection/search/709295,,,"Metropolitan Museum of Art, New York, NY",,,
414104,1976.661(22),False,False,False,710117,,Drawings and Prints,1976,Print,"Untitled, from ""The New York Collection for Stockholm""",,,,,"The New York Collection for Stockholm Portfolio, 1973",162315921879215,Artist|Publisher|Printer, | | ,Larry Rivers|Experiments in Art and Technology|Styria Studio,"American, Bronx, New York 1923–2002 Southampton, New York|New York, NY|New York, NY", | | ,"Rivers, Larry|Experiments in Art and Technology|Styria Studio",American|American|American,1923      |1950      |1972      ,2002      |2000      |1994      ,||,http://vocab.getty.edu/page/ulan/500003280||,https://www.wikidata.org/wiki/Q664291||,1973,1973,1973,Four-color screenprint and lithograph,Sheet: 8 15/16 × 11 15/16 in. (22.7 × 30.4 cm),"Gift of Robert Rauschenberg, 1976",,New York,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/710117,,,"Metropolitan Museum of Art, New York, NY",Men,http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q8441
414342,52.606.12(28),False,False,False,710363,,Drawings and Prints,1952,Book,"The Delineator, A Monthly Magazine Illustrating Metropolitan Fashions, Vol. XVII, No. 6",,,,,,7863,Publisher, ,E. Butterick and Co.,"New York, NY", ,"Butterick, E. and Co.",American,1850      ,1900      ,,,,June 1881,1881,1881,Illustrations: wood engraving,11 × 7 7/8 × 1/8 in. (27.9 × 20 × 0.3 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1952",,New York,,,,,,,,,,Books,,http://www.metmuseum.org/art/collection/search/710363,,,"Metropolitan Museum of Art, New York, NY",,,
414343,52.606.12(31),False,False,False,710364,,Drawings and Prints,1952,Book,"The Delineator, A Monthly Magazine Illustrating Metropolitan Fashions, Vol. XVIII, No. 3",,,,,,7863,Publisher, ,E. Butterick and Co.,"New York, NY", ,"Butterick, E. and Co.",American,1850      ,1900      ,,,,September 1881,1881,1881,Illustrations: wood engraving,10 7/8 × 7 7/8 × 3/16 in. (27.7 × 20 × 0.4 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1952",,New York,,,,,,,,,,Books,,http://www.metmuseum.org/art/collection/search/710364,,,"Metropolitan Museum of Art, New York, NY",,,
414344,52.606.12(15),False,False,False,710365,,Drawings and Prints,1952,Book,"The Delineator, A Monthly Magazine Illustrating European and American Fashions, Vol. XV, No. 5",,,,,,7863,Publisher, ,E. Butterick and Co.,"New York, NY", ,"Butterick, E. and Co.",American,1850      ,1900      ,,,,May 1880,1880,1880,Catalogue with letterpress and wood engraving,11 1/8 × 8 1/8 × 1/8 in. (28.2 × 20.6 × 0.3 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1952",,New York,,,,,,,,,,Books,,http://www.metmuseum.org/art/collection/search/710365,,,"Metropolitan Museum of Art, New York, NY",,,
414345,52.606.12(30),False,False,False,710366,,Drawings and Prints,1952,Book,"The Delineator, A Monthly Magazine Illustrating Metropolitan Fashions, Vol. XVIII, No. 2",,,,,,7863,Publisher, ,E. Butterick and Co.,"New York, NY", ,"Butterick, E. and Co.",American,1850      ,1900      ,,,,August 1881,1881,1881,Illustrations: wood engraving,11 1/8 × 7 7/8 × 1/16 in. (28.2 × 20 × 0.2 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1952",,New York,,,,,,,,,,Books,,http://www.metmuseum.org/art/collection/search/710366,,,"Metropolitan Museum of Art, New York, NY",,,
414346,52.606.12(41),False,False,False,710367,,Drawings and Prints,1952,Book,"The Delineator, A Monthly Magazine Illustrating Metropolitan Fashions, Vol. XX, No. 1",,,,,,7863,Publisher, ,E. Butterick and Co.,"New York, NY", ,"Butterick, E. and Co.",American,1850      ,1900      ,,,,July 1882,1882,1882,Illustrations: wood engraving,11 × 7 7/8 × 1/8 in. (28 × 20 × 0.3 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1952",,New York,,,,,,,,,,Books,,http://www.metmuseum.org/art/collection/search/710367,,,"Metropolitan Museum of Art, New York, NY",,,
414348,52.606.12(43),False,False,False,710370,,Drawings and Prints,1952,Book,"The Delineator, A Monthly Magazine Illustrating Metropolitan Fashions, Vol. XX, No. 3",,,,,,7863,Publisher, ,E. Butterick and Co.,"New York, NY", ,"Butterick, E. and Co.",American,1850      ,1900      ,,,,September 1882,1882,1882,Illustrations: wood engraving,11 × 8 × 3/16 in. (28 × 20.3 × 0.4 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1952",,New York,,,,,,,,,,Books,,http://www.metmuseum.org/art/collection/search/710370,,,"Metropolitan Museum of Art, New York, NY",,,
414349,52.606.12(44),False,False,False,710371,,Drawings and Prints,1952,Book,"The Delineator, A Monthly Magazine Illustrating Metropolitan Fashions, Vol. XX, No. 4",,,,,,7863,Publisher, ,E. Butterick and Co.,"New York, NY", ,"Butterick, E. and Co.",American,1850      ,1900      ,,,,October 1882,1882,1882,Illustrations: wood engraving,11 × 7 15/16 × 1/16 in. (28 × 20.2 × 0.2 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1952",,New York,,,,,,,,,,Books,,http://www.metmuseum.org/art/collection/search/710371,,,"Metropolitan Museum of Art, New York, NY",,,
414352,52.606.12(45),False,False,False,710374,,Drawings and Prints,1952,Book,"The Delineator, A Monthly Magazine Illustrating Metropolitan Fashions, Vol. XX, No. 5",,,,,,7863,Publisher, ,E. Butterick and Co.,"New York, NY", ,"Butterick, E. and Co.",American,1850      ,1900      ,,,,November 1882,1882,1882,Illustrations: wood engraving,11 × 7 7/8 × 1/8 in. (28 × 20 × 0.3 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1952",,New York,,,,,,,,,,Books,,http://www.metmuseum.org/art/collection/search/710374,,,"Metropolitan Museum of Art, New York, NY",,,
414353,52.606.12(46),False,False,False,710375,,Drawings and Prints,1952,Book,"The Delineator, A Monthly Magazine Illustrating Metropolitan Fashions, Vol. XX, No. 6",,,,,,7863,Publisher, ,E. Butterick and Co.,"New York, NY", ,"Butterick, E. and Co.",American,1850      ,1900      ,,,,December 1882,1882,1882,Illustrations: wood engraving,11 × 8 1/16 × 1/8 in. (28 × 20.4 × 0.3 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1952",,New York,,,,,,,,,,Books,,http://www.metmuseum.org/art/collection/search/710375,,,"Metropolitan Museum of Art, New York, NY",,,
414356,52.606.12(47),False,False,False,710378,,Drawings and Prints,1952,Book,"The Delineator, A Monthly Magazine Illustrating Metropolitan Fashions, Vol. XXI, No. 1",,,,,,7863,Publisher, ,E. Butterick and Co.,"New York, NY", ,"Butterick, E. and Co.",American,1850      ,1900      ,,,,January 1883,1883,1883,Illustrations: wood engraving,11 × 8 × 1/16 in. (28 × 20.3 × 0.2 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1952",,New York,,,,,,,,,,Books,,http://www.metmuseum.org/art/collection/search/710378,,,"Metropolitan Museum of Art, New York, NY",,,
414401,62.635.16,False,False,False,710444,,Drawings and Prints,1962,Book,"E. Butterick & Co's Catalogue, Spring 1883",,,,,,7863,Publisher, ,E. Butterick and Co.,"New York, NY", ,"Butterick, E. and Co.",American,1850      ,1900      ,,,,1883,1883,1883,Illustrations: wood engraving,10 13/16 × 7 7/8 × 1/8 in. (27.5 × 20 × 0.3 cm),"Gift of Harry G. Friedman, 1962",,New York,,,,,,,,,,Books,,http://www.metmuseum.org/art/collection/search/710444,,,"Metropolitan Museum of Art, New York, NY",,,
